1	3
2	4
3	7
4	3
5	3
6	1
7	3
8	2
9	4
10	2
11	8
12	6
13	6
14	3
15	4
16	4
17	4
18	3
19	3
20	5
21	3
22	3
23	0
24	2
25	3
26	5
27	2
28	5
29	3
30	8
31	4
32	3
33	3
34	7
35	3
36	3
37	4
38	3
39	5
40	4
41	2
42	5
43	1
44	2
45	5
46	6
47	4
48	1
