1	87
2	87
3	53
4	47
5	42
6	33
7	34
8	25
9	15
10	13
11	25
12	12
13	18
14	21
15	7
16	17
17	16
18	13
19	16
20	13
21	13
22	9
23	5
24	8
25	7
26	7
27	7
28	8
29	6
30	10
31	9
32	10
33	11
34	14
35	7
36	3
37	6
38	7
39	8
40	16
