2.500	12.800
2.700	13.800
2.900	16.800
3.100	15.400
3.300	14.800
3.500	17.800
3.700	16.800
3.900	15.400
4.100	22.400
4.300	20.400
4.500	23.800
4.700	24.800
4.900	34.200
5.100	80.600
5.300	154.200
5.500	203.000
5.700	244.000
5.900	277.200
6.100	298.800
6.300	329.000
6.500	357.600
6.700	362.200
6.900	358.200
7.100	325.000
7.300	341.000
7.500	334.800
7.700	325.400
7.900	315.600
8.100	319.800
8.300	305.000
8.500	296.200
8.700	349.600
8.900	609.600
9.100	436.600
9.300	280.000
9.500	263.000
9.700	275.200
9.900	546.400
10.100	1470.400
10.300	454.000
10.500	229.600
10.700	205.400
10.900	196.600
11.100	196.800
11.300	184.600
11.500	170.400
11.700	168.600
11.900	165.000
12.100	154.800
12.300	146.400
12.500	128.800
12.700	135.200
12.900	130.200
13.100	110.600
13.300	108.400
13.500	107.400
13.700	98.800
13.900	94.000
14.100	89.800
14.300	87.000
14.500	81.600
14.700	91.200
14.900	72.800
15.100	81.600
15.300	81.600
15.500	84.400
15.700	80.200
15.900	74.800
16.100	75.000
16.300	72.800
16.500	74.000
16.700	63.400
16.900	63.400
17.100	60.000
17.300	60.800
17.500	70.400
17.700	65.600
17.900	75.600
18.100	98.000
18.300	109.400
18.500	64.800
18.700	66.600
18.900	62.200
19.100	67.000
19.300	60.400
19.500	55.000
19.700	65.200
19.900	63.000
20.100	60.200
20.300	93.800
20.500	234.400
20.700	167.400
20.900	54.800
21.100	52.200
21.300	49.200
21.500	47.600
21.700	51.200
21.900	47.600
