3.000	8.600
3.200	13.800
3.400	90.600
3.600	245.400
3.800	353.600
4.000	420.000
4.200	458.600
4.400	490.000
4.600	490.600
4.800	502.800
5.000	511.400
5.200	484.400
5.400	455.400
5.600	403.200
5.800	389.000
6.000	446.400
6.200	754.800
6.400	438.400
6.600	329.800
6.800	459.000
7.000	1507.600
7.200	633.000
7.400	318.400
7.600	241.200
7.800	259.000
8.000	224.800
8.200	205.600
8.400	208.800
8.600	194.000
8.800	191.800
9.000	175.200
9.200	153.800
9.400	140.600
9.600	136.400
9.800	119.200
10.000	119.600
10.200	110.000
10.400	108.600
10.600	109.600
10.800	108.200
11.000	103.400
11.200	105.000
11.400	91.000
11.600	101.600
11.800	92.800
12.000	85.600
12.200	84.000
12.400	93.200
12.600	159.000
12.800	173.800
13.000	91.400
13.200	89.200
13.400	80.800
13.600	80.000
13.800	76.400
14.000	79.000
14.200	194.800
14.400	425.600
14.600	124.000
14.800	73.800
15.000	65.400
15.200	60.000
15.400	56.000
15.600	55.000
15.800	52.800
16.000	44.800
16.200	50.800
16.400	47.800
16.600	44.800
16.800	45.000
17.000	41.600
17.200	40.400
17.400	39.400
17.600	44.400
17.800	40.400
18.000	33.200
