11	1
12	5
13	8
14	12
15	24
16	21
17	57
18	64
19	94
20	129
21	129
22	167
23	178
24	174
25	174
26	186
27	155
28	132
29	134
30	81
31	71
32	60
33	38
34	38
35	28
36	16
37	6
38	7
39	5
40	4
41	0
42	2
